clip_path,label
E:/action_detection/data/frames/fighting/fight_july01_037,fighting
E:/action_detection/data/frames/walking/walk_gulisthan_005,walking
E:/action_detection/data/frames/fighting/fight_july01_016,fighting
E:/action_detection/data/frames/dancing/dance_nsu02_007,dancing
E:/action_detection/data/frames/fighting/fight_july01_063,fighting
E:/action_detection/data/frames/dancing/dance_nsu02_131,dancing
E:/action_detection/data/frames/fighting/fight_july04_016,fighting
E:/action_detection/data/frames/walking/walk_sadarghat_050,walking
E:/action_detection/data/frames/walking/walk_gulisthan_128,walking
E:/action_detection/data/frames/dancing/dance_nsu01_146,dancing
E:/action_detection/data/frames/dancing/dance_nsu02_042,dancing
E:/action_detection/data/frames/dancing/dance_nsu01_126,dancing
E:/action_detection/data/frames/fighting/fight_july04_040,fighting
E:/action_detection/data/frames/dancing/dance_nsu01_036,dancing
E:/action_detection/data/frames/fighting/fight_july04_041,fighting
E:/action_detection/data/frames/dancing/dance_nsu02_031,dancing
E:/action_detection/data/frames/fighting/fight_july05_021,fighting
E:/action_detection/data/frames/walking/walk_airport_010,walking
E:/action_detection/data/frames/walking/walk_sadarghat_017,walking
E:/action_detection/data/frames/dancing/dance_nsu02_112,dancing
E:/action_detection/data/frames/dancing/dance_nsu01_110,dancing
E:/action_detection/data/frames/dancing/dance_nsu02_128,dancing
E:/action_detection/data/frames/walking/walk_airport_001,walking
E:/action_detection/data/frames/walking/walk_gulisthan_107,walking
E:/action_detection/data/frames/dancing/dance_nsu02_141,dancing
E:/action_detection/data/frames/fighting/fight_july01_021,fighting
E:/action_detection/data/frames/walking/walk_airport_006,walking
E:/action_detection/data/frames/dancing/dance_nsu01_005,dancing
E:/action_detection/data/frames/dancing/dance_nsu01_038,dancing
E:/action_detection/data/frames/walking/walk_sadarghat_004,walking
E:/action_detection/data/frames/fighting/fight_july02_009,fighting
E:/action_detection/data/frames/fighting/fight_july05_019,fighting
E:/action_detection/data/frames/walking/walk_gulisthan_086,walking
E:/action_detection/data/frames/walking/walk_sadarghat_141,walking
E:/action_detection/data/frames/dancing/dance_nsu02_006,dancing
E:/action_detection/data/frames/fighting/fight_july01_033,fighting
E:/action_detection/data/frames/fighting/fight_july01_046,fighting
E:/action_detection/data/frames/walking/walk_sadarghat_042,walking
E:/action_detection/data/frames/dancing/dance_nsu02_055,dancing
E:/action_detection/data/frames/walking/walk_gulisthan_080,walking
E:/action_detection/data/frames/walking/walk_sadarghat_134,walking
E:/action_detection/data/frames/dancing/dance_nsu02_013,dancing
E:/action_detection/data/frames/fighting/fight_july01_069,fighting
E:/action_detection/data/frames/fighting/fight_july01_045,fighting
E:/action_detection/data/frames/walking/walk_sadarghat_109,walking
E:/action_detection/data/frames/dancing/dance_nsu02_120,dancing
E:/action_detection/data/frames/walking/walk_sadarghat_045,walking
E:/action_detection/data/frames/walking/walk_sadarghat_125,walking
E:/action_detection/data/frames/dancing/dance_nsu01_084,dancing
E:/action_detection/data/frames/dancing/dance_nsu01_041,dancing
E:/action_detection/data/frames/walking/walk_sadarghat_029,walking
E:/action_detection/data/frames/dancing/dance_nsu01_123,dancing
E:/action_detection/data/frames/fighting/fight_july04_003,fighting
E:/action_detection/data/frames/dancing/dance_nsu02_093,dancing
E:/action_detection/data/frames/walking/walk_sadarghat_122,walking
E:/action_detection/data/frames/walking/walk_gulisthan_125,walking
E:/action_detection/data/frames/dancing/dance_nsu02_043,dancing
E:/action_detection/data/frames/dancing/dance_nsu01_083,dancing
E:/action_detection/data/frames/walking/walk_gulisthan_007,walking
E:/action_detection/data/frames/walking/walk_gulisthan_017,walking
E:/action_detection/data/frames/walking/walk_nepal_003,walking
E:/action_detection/data/frames/walking/walk_gulisthan_001,walking
E:/action_detection/data/frames/fighting/fight_july05_032,fighting
E:/action_detection/data/frames/walking/walk_sadarghat_126,walking
E:/action_detection/data/frames/dancing/dance_nsu01_059,dancing
E:/action_detection/data/frames/fighting/fight_july01_024,fighting
E:/action_detection/data/frames/walking/walk_gulisthan_063,walking
E:/action_detection/data/frames/walking/walk_gulisthan_131,walking
E:/action_detection/data/frames/dancing/dance_nsu02_075,dancing
E:/action_detection/data/frames/fighting/fight_july01_006,fighting
E:/action_detection/data/frames/walking/walk_sadarghat_129,walking
E:/action_detection/data/frames/dancing/dance_nsu02_011,dancing
E:/action_detection/data/frames/walking/walk_airport_005,walking
E:/action_detection/data/frames/walking/walk_gulisthan_068,walking
E:/action_detection/data/frames/dancing/dance_nsu02_145,dancing
E:/action_detection/data/frames/fighting/fight_july05_009,fighting
E:/action_detection/data/frames/walking/walk_gulisthan_118,walking
E:/action_detection/data/frames/fighting/fight_july02_024,fighting
E:/action_detection/data/frames/dancing/dance_nsu01_003,dancing
E:/action_detection/data/frames/walking/walk_sadarghat_056,walking
E:/action_detection/data/frames/dancing/dance_nsu02_021,dancing
E:/action_detection/data/frames/walking/walk_gulisthan_092,walking
E:/action_detection/data/frames/walking/walk_sadarghat_044,walking
E:/action_detection/data/frames/dancing/dance_nsu02_071,dancing
E:/action_detection/data/frames/fighting/fight_july05_036,fighting
E:/action_detection/data/frames/walking/walk_gulisthan_083,walking
E:/action_detection/data/frames/walking/walk_gulisthan_074,walking
E:/action_detection/data/frames/dancing/dance_nsu02_023,dancing
E:/action_detection/data/frames/dancing/dance_nsu02_095,dancing
E:/action_detection/data/frames/walking/walk_sadarghat_137,walking
E:/action_detection/data/frames/dancing/dance_nsu01_016,dancing
E:/action_detection/data/frames/walking/walk_gulisthan_040,walking
E:/action_detection/data/frames/dancing/dance_nsu01_052,dancing
E:/action_detection/data/frames/walking/walk_gulisthan_064,walking
E:/action_detection/data/frames/fighting/fight_july04_043,fighting
E:/action_detection/data/frames/dancing/dance_nsu01_078,dancing
E:/action_detection/data/frames/dancing/dance_nsu02_108,dancing
E:/action_detection/data/frames/walking/walk_sadarghat_057,walking
E:/action_detection/data/frames/walking/walk_sadarghat_053,walking
E:/action_detection/data/frames/dancing/dance_nsu02_040,dancing
E:/action_detection/data/frames/walking/walk_sadarghat_010,walking
E:/action_detection/data/frames/dancing/dance_nsu01_144,dancing
E:/action_detection/data/frames/walking/walk_sadarghat_123,walking
E:/action_detection/data/frames/walking/walk_nyc_001,walking
E:/action_detection/data/frames/walking/walk_gulisthan_073,walking
E:/action_detection/data/frames/walking/walk_sadarghat_088,walking
E:/action_detection/data/frames/dancing/dance_nsu02_107,dancing
E:/action_detection/data/frames/dancing/dance_nsu01_112,dancing
E:/action_detection/data/frames/fighting/fight_july01_050,fighting
E:/action_detection/data/frames/fighting/fight_july04_002,fighting
E:/action_detection/data/frames/dancing/dance_nsu01_063,dancing
E:/action_detection/data/frames/dancing/dance_nsu01_101,dancing
E:/action_detection/data/frames/dancing/dance_nsu01_056,dancing
E:/action_detection/data/frames/fighting/fight_july05_022,fighting
E:/action_detection/data/frames/fighting/fight_july04_010,fighting
E:/action_detection/data/frames/walking/walk_gulisthan_115,walking
E:/action_detection/data/frames/fighting/fight_july01_065,fighting
E:/action_detection/data/frames/fighting/fight_july04_031,fighting
E:/action_detection/data/frames/walking/walk_sadarghat_106,walking
